Content,Url,Date
"""Fluent Marketing Development Experience with Extensive and Reliable Features on HubSpot"" What do you like best about HubSpot Marketing Hub?HubSpot Marketing Hub is a handy tool that enables me to manage my work, leads, contacts, deals, and other possible relations easily and tidily. It provides me with many useful features like personalized reach-out methods through email and forms, or even websites. And the greatest part is that everything is connected to the whole system. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?Not much to be disliked about. I wish there could be more functions coming along the way, and can provide more guidance on using those features. HubSpot is a comprehensive tool system. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?It allows me to manage all the data and link it to the contact/deal. It can also produce detailed and organized information about the marketing actions I've done through the system. It also allows me to build the landing pages for my campaigns and can collect all the related data possible. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7841627,2023-01-02
"""Good application, keep improving"" What do you like best about HubSpot Marketing Hub?Hubspot is an all in one application.  My sales team use it for communications, closing deals and quoting.  Their latest addon with signing contract and payments is very welcomed.  We can pull up reports monthly and they are highly customizable. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I think Hubspot has a great core.   I will say it needs a little more polishing in the interface aspect, maybe more compact and user friendly.  The signing feature has been found to be a little complicated to a few of my clients, having problems to sign the contract they can't make payment which affects my business and workflow. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?The landing page feature and conversational marketing are the most used.  Their latest addon for payment and being able to link our QBO account with Hubspot makes very easy to close the deals all in one software. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7838862,2023-01-02
"""A Great All-In-One"" What do you like best about HubSpot Marketing Hub?The HubSpot Marketing Hub allows us to control our emails, social media, brand presence, and content all in one space. Their social media control is especially great because it we can grant each employee access through HubSpot, rather than password sharing, and we can reply/like/retweet directly on the platform. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I wish that the reporting was better. When preparing for meetings, I am not able to export raw data to import it into a more powerful software like PowerBI. When it comes to social media statistics, you can only email yourself a dashboard which is a snapshot in time. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?It consolidates all of our streams into one platform. Before HubSpot, each user had logins for multiple websites and we were incredibly cluttered. HubSpot's new AI integration has also helped solve the problem of repetitive copy. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7838643,2023-01-02
"""Hubspot leads the game"" What do you like best about HubSpot Marketing Hub?The features are all state-of-the-art. it performs as advertised and even more. It is a deep complex maze of resolution. Easier methods are readily available. However, if you dig deeper you can get more out of it Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I do not know. If I try to check deeper things that I find as limitations it appears there is always a way to go around it. Maybe the price, its not cheap, but I would say its worth it as long as you know what your doing. Review collected by and hosted on G2.com.Recommendations to others considering HubSpot Marketing Hub:Hubspot is a money-generating machine but it costs a lot. Every penny you invest here is worth it as long as you know what you are doing. Go to HubSpot academy first and learn the product then buy it. You can also hire an expert to handle the system for you Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?A lot, marketing and sales automation. automated email replies and customer nurturing. I can pretty much do everything that is business-related here. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-5133705,2023-01-02
"""Great Marketing Automation Tool for SMBs!"" What do you like best about HubSpot Marketing Hub?I like that all of the marketing features I need to utilize to grow my business are in one-platform, super intuitive, easy to use, and have awesome features I use every day. I've used Pardot in the past, which was way more expensive, and I can do everything that I want and need to do with HubSpot Marketing Hub. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?There are a few limitations, specifically, when it comes to the Social Post tool. With these limitations, some posts have to be a bit more manual than I would like. But overall, it's not a make-it or break-it design flaw. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?HubSport Marketing Hub gives me an all-in-one tool to accomplish all of my marketing needs, while also providing easy-to-use reporting features so I can easily see the impact and success of my marketing campaigns. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7838694,2023-01-02
"""Honest Daily User Review"" What do you like best about HubSpot Marketing Hub?I'm very pleased with how userfriendly HubSpot Marketing Hub is. Even if you've never used a CRM before, you can easily find how to get where you need in the tools through all the helpful documentation HubSpot provides. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I wish the social media integrations were more up-to-date with the latest rules regarding content size / length for Instagram, Twitter, etc. I can't post a video beyond 60 seconds to Instagram even though the platform now allows for longer video content. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?It's nice being able to schedule social media content all in one place. The updated Instagram Carousel posting capabilities is a game changer as I no longer have to schedule that separately through Meta's content scheduler. Having a one-stop-shop for all my content scheduling is a huge time saver Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7839271,2023-01-02
"""HubSpot Marketing Hub has become an essential part of our team communicates to different audiences."" What do you like best about HubSpot Marketing Hub?The partitioning feature of Marketing Hub for our team is the most helpful. With over 24 countries and ten internal groups working out of one HubSpot instance, we needed a system that could separate marketing functions like contacts, assets and teams. Marketing Hub lets us do that seamlessly, where every group has a unique experience when they log in. They do not need to worry about seeing assets that do not pertain to their objectives. We have heavily relied on parent and child teams to do the partitioning. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?One thing that I would say is more of a frustration rather than a downside is a cap on dashboards and reports within the dashboards. With Marketing Hub Enterprise, there is a limit of only 50 dashboards. In our current instance, we have had to combine and remove dashboards/reports to avoid going over this cap. It isn't the most scalable feature within Marketing Hub Enterprise. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?One problem that HubSpot Marketing Hub is solving for us is how to continue communicating with customers in various ways in this new way of life. Not only how to continue to share but making sure we are talking to people how they want to be communicated. This benefits us because they are making the transition applicable to all businesses utilizing HubSpot Marketing Hub by adding integrations and features relevant to this change. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7637665,2023-01-02
"""The system is so intuitive!"" What do you like best about HubSpot Marketing Hub?So much, actually. Everything from ease of use via the drag-and-drop editor to the simplicity of the interface. Clean, easy on the eye and relevant. Details of blog open and click-through rates at a glance make it super simple to appreciate the effectiveness of any efforts. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I think the price ramps up pretty quickly, so there seems to be a slight barrier to entry for greater functionality in the case of small businesses, but I respect the solution; it is the best of the bunch, in my opinion. There is a product version to suit everyone's budget, but particular functions may be excluded from your tier depending on where you sit. I suspect the HubSpot team already has this in mind, as the software has become increasingly modular. Eventually, we may be able to pick and choose the elements we want. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?The solution is very professional and well thought out, making it easy to work collaboratively with internal teams or external contractors. It provides fantastic visual evidence of what individuals have been doing without running complex reports. There is no need to export or manipulate data to understand marketing activity better. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7617969,2023-01-02
"""Ties into our other marketing and sales initiatives"" What do you like best about HubSpot Marketing Hub?I have tried tools such as Buffer and Hootsuite in the past, but none spoke to ongoing team initiatives. With HubSpot, any event attendees and engagement live in the same place as my team uses it as our CRM. It's such a relief as the one-person marketing team to be able to access all of this information at a glance. The newer feature to add posts to multiple channels is especially helpful. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?As I have shared with customer support, the new location of the Alt Text button is hidden and can create an additional step to making social content more accessible. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?Having visibility to contacts in my lists has been crucial for planning our webinars and preparing for on-site conference attendance. With HubSpot, we are able to capture engagement with any and all communications and use this data to inform future campaigns. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7616080,2023-01-02
"""Constantly improving and easy to learn what you don't know"" What do you like best about HubSpot Marketing Hub?I love that everything is available in one place, and that any help information is readily available to learn the things you don't know. I haven't worked with many competitors, but for the ones I have Hubspot has exceeded any of their capabilities. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?The varying roles and permissions can be a little confusing, especially since we work with many other departments that may not need a seat in Hubspot but do need to be able to review content before it's live. It'd be helpful if some preview links were accessible to those that the link is shared with so make live changes more quickly. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?Hubspot Marketing Hub automates a lot of our processes and gives us a clear vision of the work that Sales is doing with our user base. Since all this information is available in a central location, it has minimized the additional communication we've previously had to do among that team. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7615312,2023-01-02
"""Clean, Intuitive and Evolving Tool for Marketers of all levels"" What do you like best about HubSpot Marketing Hub?Great and readily available customer support, clean and bright interface. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?Occasionally the customer support rep sends a few too many links to help you find the answers, rather then just explain or quickly summarise. This may be good for some people, but I generally prefer a quick answer rather then spend time reading through a lot of articles when I have a lot of work on my plate. This may not necessarily be a bad thing, but I just like a more conversational experience personally! Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?I am able to better manage lists of contacts, and understand how to differentiate meaningful relationships in the portal. I heavily rely on HubSpot Marketing Hub for my social media scheduling, and newsletter setup, making marketing easier, quicker and more efficient. Whenever I have an issue, with a small technical detail or strategy I am not familiar with, HubSpot is just a phone call away, always super helpful! Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7614606,2023-01-02
"""HubSpot has streamlined my business"" What do you like best about HubSpot Marketing Hub?HubSpot Marketing has allowed me to streamline our marketing efforts! It has allowed me to engage with prospective students and provide them with timely responses. The marketing tools are easy to set up, and the workflows allow me to operate with minimum staff, despite our high volume of inquiries. Even though HubSpot is advertised as a CRM for sales, it easily adapts to the needs of a post-secondary school. The tutorials and resource library is extensive, and the live customer support is second to none. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?Honestly, I haven't had any complaints. HubSpot allows you to build a website, manage your marketing campaigns, utilize chat functions, and seamlessly integrates with countless quality apps and programs (SMS messaging, WhatsApp, Outlook 365). Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?We have a high volume of prospective students to manage with limited staffing resources. HubSpot Marketing Hub allows me to complete the work of 4-5 staff members efficiently. I no longer worry about being able to provide quality engagement with our prospective students in a timely fashion; HubSpot Marketing Hub allows me to create custom marketing workflows that provide the specific information requested by each one. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7614820,2023-01-03
"""Great user friendly experience"" What do you like best about HubSpot Marketing Hub?I love the traffic and analytics aspect of HubSpot, it enables me to see how our website, specific pages and forms are all preforming and tracked over time. Setting up automated drip workflows is user-friendly and they really do think of everything! Its intuitive and easy to use, makes creating drip campaigns easy. Also love the email analytics and how easy it is to create grey list and blacklist email lists to remove old subscribers to improve the open rate. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?There is a lot on the site that I don't use, there seems to be a lot of extra bells and whistles that isn't essential to running a marketing program. The integration with SalesForce also isn't perfect, it took a lot of figuring out when leads wouldn't automatically get uploaded as to what was happening and why they weren't getting uploaded. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?HubSpot makes it easy to keep in touch with your customer base and send out emails based on various criteria, to ensure you are sending the right emails to the right types of customers. Also allows us to create a booking link for our sales team to book meetings with potential customers. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7614611,2023-01-03
"""HubSpot is a truly fantastic tool!"" What do you like best about HubSpot Marketing Hub?HubSpot Marketing Hub has everything you need and more. With access to such amazing tools and analytics, you really have the world at your fingertips. Not to mention how helpful customer support is. They respond in a timely manner and always get to the root of any issue we are having. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I have not yet run into anything I dislike about HubSpot Marketing Hub. Whenever I do notice a glitch or issue, I mention it to customer support, and they immediately say their team is working on getting it fixed. I always notice a change within the next few days. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?Before HubSpot we did not have a system that allowed us to review our marketing analytics. With the reports and dashboard tool, it has become so simple to see the exact numbers that we are looking to report on, as well as overall trends to keep us on track to our goals. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7614536,2023-01-03
"""Hubspot is a great platform - easy to use and tons of functionality"" What do you like best about HubSpot Marketing Hub?I have been using HubSpot for over three years for both Marketing and Sales Hub. For the marketing hub, my favorite features are landing pages, emails and chatbot. The landing pages are very easy to create (professional looking pages without the hassle of coding) plus you can hardcode items if needed. They load fast and you can do SEO magic on the pages. Email campaigns are also super easy. While they do offer a ton of templates, I always start from scratch. The other part about Hubspot which is very important to me is the high level of support that they offer. The team is very eager and happy to help. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?I wish they didn't have the enterprise versus professional level. As a company that needs to watch spend we are unable to upgrade at this point. However, most everything we need is in the professional. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?We are able to not just send emails but also track opens, clicks, etc. We can see how many times someone opens an email. Also, we can see how many people read the email versus skimmed which helps us identify who we should retarget. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7614432,2023-01-03
"""All-in-one Business Marketing Automation Software"" What do you like best about HubSpot Marketing Hub?The Marketing Hub provides a suite of marketing tools, including email marketing, social media management, landing page creation, lead generation, and marketing analytics, all in one place. This allows businesses to streamline their marketing efforts and work more efficiently. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?Firstly, Hubspot's Marketing Hub is relatively expensive compared to other marketing automation software on the market, which can be a barrier for small businesses or startups with limited budgets.  Secondly, While Hubspot's Marketing Hub offers a lot of functionality, there are limits to how much users can customize the platform to fit their specific needs. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?Hubspot Marketing Hub is a comprehensive marketing software platform designed to help businesses of all sizes automate their marketing processes and improve their overall marketing performance. It has helped me automate my marketing process and improve my marketing performance. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7731168,2023-01-03
"""Very time-efficient tool for marketing automation"" What do you like best about HubSpot Marketing Hub?The best about Hubspot Marketing hub is having so many marketing tools at one place, all very easy and intuitive to set up. Email campaigns, automation workflows, landing pages and way more. There's hardly any learning curve and it's easy to onboard in Hubspot even designers, for support with landing pages. Support is also top-level, reacting promptly and adequately in cases when we struggled with questions. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?The price is a bit hefty if you are just starting out and having fewer users, but on the other hand the CRM is free for up to some threshold of users so that works. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?It allows to carry out many lead followup activities via marketing automation tools and that saves tons of time, particularly when you have limited marketing resources. The analytics is also great and helps assess the efficiency of any efforts. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7665073,2023-01-03
"""One Stop Business Solution"" What do you like best about HubSpot Marketing Hub?HubSpot is a software company that provides a comprehensive marketing, sales, and service platform for businesses of all sizes. Their software includes tools for inbound marketing, website management, lead generation, and customer relationship management (CRM). The company's mission is to help businesses grow better by providing them with the tools and resources they need to attract, engage, and delight customers. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?One potential weakness of Hubspot could be its pricing structure. While it offers a wide range of features and capabilities, it can be expensive for small businesses or those on a tight budget. Additionally, it may have a steep learning curve for those who are not familiar with marketing and sales automation tools, making it difficult for some users to fully utilize its features. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?It's a great business solution under one roof. You need nothing more when you are working with hubspot. Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7610995,2023-01-03
"""Easy-to-use and filled with excellent features!"" What do you like best about HubSpot Marketing Hub?HubSpot has many great features and functionality, and how it all interacts with each other sets them apart from the crowd. As we have multiple business units within our single HubSpot account, the system is so flexible that I can have everyone use the same platform and generate completely different programs - static and automated. Review collected by and hosted on G2.com.What do you dislike about HubSpot Marketing Hub?There are some limitations - as with all providers. And while this can be frustrating, I urge everyone to get creative and take a step back to look at the whole picture. You may need to adjust your objective slightly to develop an innovative approach. You may want a platform to cater to you, but this platform caters to a wide variety of companies, so you'll need to get creative instead of everything being straightforward. Review collected by and hosted on G2.com.What problems is HubSpot Marketing Hub solving and how is that benefiting you?Not only did Marketing Hub help support our Marketing teams on a global scale to catapult us to the next level of efficiencies and step up our game, but it also raised awareness that we could be doing so much more with HubSpot within our business across Sales, Operations, Customer Service, etc. This is why we've been growing with HubSpot, leveraging this platform at every turn to have a centralized location for all our business needs. It's been a game-changer! Review collected by and hosted on G2.com.",https://www.g2.com/survey_responses/hubspot-marketing-hub-review-7564789,2023-01-03
